irn,DarGlobalUniqueIdentifier,DarInstitutionCode,DarCatalogNumber,DarRelatedInformation,DarImageURL,DarKingdom,DarPhylum,DarFamily,DarScientificName,DarCollector,CollectionTeam,CollectionNumberPrefix,CollectionNumber,CollectionNumberSuffix,CollectionNumberText,ColDateVisitedFrom,ColDateVisitedTo,ColVerbatimDate,DarCollectionNotes,DarContinent,DarCountry,DarStateProvince,DarCounty,DarLocality,Township_tab,Range_tab,Section_tab,DarMinimumElevationMeters,DarMaximumElevationMeters,MinimumElevationFeet,MaximumElevationFeet,DarLatitudeDecimal,DarLongitudeDecimal,LatitudeDMS,LongitudeDMS,DarGeodeticDatum,DarGeorefMethod,DarCoordinateUncertaintyInMeter,ColLocationNotes,FeaCultivated? (Y/N),FeaPlantFungDescription,FeaFrequency,HabHabitat,HabVegetation,HabSubstrate,SpeOtherSpecimenNumbers_tab,OcrText,ERROR,MyOcrText
4370239,239c3fa4-745e-447d-a2ce-56d25f24cd34,NY,4060816,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4370239,http://sweetgum.nybg.org/images3/3596/191/04060816.jpg,Plantae,Pteridophyta,Athyriaceae,Diplazium grandifolium (Sw.) Sw.,G. Cremers,"L. Allorge, A.R.A. Görts-van Rijn, J.J. de Granville, J.F. Kodjod-Bonneton",none,8279,none,8279,1985-09-07,1985-09-17,7 sept - 17 septembre 1985,none,South America,French Guiana,none,none,Inini: En aval de Degrad Peres Camp ORSTOM sur l'Inini. En sous bois de foret sur flat,none,none,none,none,none,none,none,3.2167,-53.6194,"3°13'00""N","53°37'00""W",none,Estimated from locality description,500,none,No,Fougère terrestre Pétiole marron plus ou moins écailleux,none,En sous bois de forêt sur flat,none,none,none,"N YORK BOTANICAL GARDEN
04060816
Fougère terrestre
Pétiole noir aplati au dessus
Limbe pennà
Penne à base plate ou légèrement oordiforme
marge dentée, nervures ramifiées
Sores linéaires le long des nervures
Inini R. en aval de Degi*ad Fourmi
Camp de base vers les Honts de l*Inini
En sous bois de foret sur fiat
3°28,N 52°36,30,îW
. Ûôam6Aa
Collection	Det. :
RtUrejK€_coolew$jJ[XOTJCA MM!CMJJML_COLOR CUIDE
Diplazium of-Brazit
Diplazium	I fl OHf (5uJ. }5qJ
Claudine Mynssen, 2007 (RB)
Expédition conjointe ORSTOM-Cayenne, Muséum
de Paris, Université d'Utrecht aux Montagnes
de 1'Inini, 5 août - 17 septembre 1985.
Collection: G. Cremers, L. Allorge, A.R.A.
Gorts-van Rijn, J.J. de Granville et J.F.
Kodjoed-Bonneton.
HERBIER dü CENTRE ORSTOA/f
b.p. 165 • Cayenne - Guyane
n8 :	8792
dafo ? 7-8-1985
FAMILLE: ASPIDIACEAE
NOM’:	ov j-ßO
Diplazium ceVYì&ukt
NOM LOCAL t	Wtiv\i£
04060816",OK,"The New York Botanical Garden copyright reserved
NEW YORK BOTANICAL GARDEN
04606816
Diplazium of Brazil
Diplazium grandifolium (sw.)sw.
Claudine Mynssen, 2007 (RB)
Expedition conjointe ORSTOM-Cayenne, Museum de Paris, Universite d’Utrecht aux Montagnes de l’Inini. 5 sept. - 17 septembre 1985. Collection: G. Cremers, L. Allorge, A.R.A. Gorts-van Rijn, J.J. de Granville et J.F. Kodjod-Bonneton.
HERBIER DU CENTRE ORSTOM
B.p. 165 Cayenne-Guyane 8279 7-9-1985
FAMILLE: ASPIDIACEAE NOM: Diplazium dentifrons Kunze NOM LOCAL:
Fougère terrestre Petiole marron plus ou moins écailleux
Lame plane plus plate et triangulaire conforme à l’etat sterile Fonctions limitées par les incisions serrées le long des nervures secondaires
Inini En aval de Degrad Peres dans Camp ORSTOM sur I’Inini En sous bois de foret sur flat
3 13’ 00''N 52° 36'30""W
8 1/2 173 101 16 7 A COST-E AUX XZ S 8 2 105 100 57 2 4 COSTE-PARTIE"
4370241,52cc6ab6-ca56-436c-8683-c2d1681b6ed1,NY,4060818,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4370241,http://sweetgum.nybg.org/images3/3596/193/04060818.jpg,Plantae,Pteridophyta,Athyriaceae,Diplazium grandifolium (Sw.) Sw.,B. J. Grenand,"['H. Jacquemin', 'M. Lieonberger', 'B. Sangany']",none,10342,none,10342,1987-01-23,1987-01-23,23 - 1 - 1987,none,South America,France,none,none,"Mont Atachi Bacca, Région de l'Inini, Mont Atachi Bacca, Plateaux cuvette, enestrébé sud, camp 4",none,none,none,720,720,2362.2,2362.2,3.916667,-53.916667,"3° 55' 0"" N","53° 33' 0"" W",none,none,none,"cuvette sud, camp 4",No,"Herbacée terrestre Fronde entourée, Pétiole et rachis noirs, Frondes pendrde, pens à marge légérement lobée. Sores linéaires le long des nervilles.",none,none,none,none,['none'],"	
	lo
	
	
§ f	?
s	
	
cq p,	
S	
	0
	$
	&
	*£
	
	5
	s 'S
	
	Q
HERBIER du CENTRE ORSTOM de
CAYENNE - CAY
BP 1 é>5. F-97323 Cayemne Cedei
DRYOPTERIDACEAE
Diplazius celtidifoliu» Kunze
GUYANE FRANÇAISE
Mont Atachi Bacca - Région de l'Inini
Mont Atachi Bacca.
Plateau somsitale, extrémité sud, camp 4,
Alt, *, 72Q a	Long. 53 * 55 ' Lat. 3 * 33
Forêt submontagnarde sur plateau
En sous-bois.
Herbacée terrestre	Fertile
fflüzome dressé. Pétiole et rachis noir. Frondes pennées,
pennes à marge légèrement lobée. Sores linéaires le long
des nervilies.
Coll. CREMERS S., N* 10342
GRANVILLE ,J.J. DE, HA6EHANN I., LEUENBERGER B.
& SANGRAY H.
ê
Date : 23 - 1 - 1989
Det. Greffiers G. 1969
Dupl. B,CAYf6flviY,PfU,l«fZ
Claudine Mynssen, 2007 (RB)
04060818",OK,"THE NEW YORK
Botanical Garden
NEW YORK
BOTANICAL
GARDEN
Copyrighted resource 

0cm 1 234 567 89 10

04060818
HERBIER du CENTRE ORSTOM de
CAYENNE
BP 165 -- F-97323 Cayenne Cedex
DRYOPTERIDACEAE
Diplazium culcitdolioum Kunze

GUYANE FRANÇAISE
Mont Atachi Bacca - Région de l'Inini
Mont Atachi Bacca,
Plateaux cuvette, enestrébé sud, camp 4
Alt.: 720 m
Lat. :3° 55' Long : 53° 33
Fléber ombragé

Herbacée terrestre Fronde entourée, Pétiole et rachis noirs, Frondes pendrde, pens à marge légérement lobée. Sores linéaires le long des nervilles

Coll.: GRENAND, B.J,, JACQUEMIN, H., LIEONEBERGER B,
SANGANY B.

Date: 23 - 1 - 1987
Det.: B. JACQUEMIN, 1987
B.[PS92442]; 8. [AGR.40]
"
4371516,84111559-a87a-48a1-b380-a0d728f0ab2e,NY,4061225,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4371516,http://sweetgum.nybg.org/images3/3529/037/04061225.jpg,Plantae,Pteridophyta,Athyriaceae,Diplazium striatum (L.) C.Presl,M. Boudrie,G. Leotard & O. Tostain,N°,4325,none,N° 4325,2010-03-19,2010-03-19,19 03 2010,none,South America,France,Guyane,none,"Layon A, Mont Itoupé, Sommet Tabulaire",none,none,none,780,780,2559,2559,3.033333,-53.533333,"3° 1' 60"" N","53° 31' 19"" W",none,none,none,none,No,none,none,Forêt de moyenne altitude,none,none,none,"HERBIER DE GUYANE CA.Y
I.R.D. B.P. 165 97323 CAYENNE CEDEX
WOODSIACEAE
Diplazium striatum (L.) C. Presl
GUYANE FRANÇAISE
Localité : Mont Itoupé - Sommet Tabulaire - 10, Versant
ouest, layon A, 700-830 m ait.
Long.: 53° 05' 13"" W Lat.: 3° 01' 19"" N Alt. : 780 m
Habitat : Forêt primaire de moyenne altitude.
Type bio.: Herbacée terrestre Phénologie: Fertile
Haut. :	Cire. :	Diam. :
Description:
Ecologie :
Localisation précise : Layon A, de 900 à 1200 m, versant ouest, Mont
Itoupé - Sommet Tabulaire (Guyane)
Station n° MB 973-221.
Coll. : M. BOUDRIE, G. LEOTARD & O. TOSTAIN
N° 4325
Det. : M. BOUDRIE
Dupl. : CAY-NY-P-UC
Date : 19 03 2010
Année : 2010
04061225",OK,"HERBIER DE GUYANE CAY
I.R.D. B.P. 165 97323 CAYENNE CEDEX
WOODSICEAE
Diplazium striatum (L.) C. Presl
GUYANE FRANÇAISE
Localisation: Mont Itoupé - Sommet Tabulaire - 10. Versant
ouest, layon A, 780-830 m alt.
Long: 53° 31' 19"" W; Lat: 3° 01' 19"" N
Altitude: 780 m
Habitat: Forêt de moyenne altitude.
Type de biotope: Herbacée terrestre Phénologie: Fertile
Diam: none
Description:
Ecologie:
Localisation précise: Layon A de 900 à 1200 m, versant ouest, Mont Itoupé - Sommet Tabulaire (Guyane)
Station # MB 973-221.
Coll.: M. BOUDRIE, G. LEOTARD & O. TOSTAIN
Date: 19 03 2010
N° 4325 Det.: M. BOUDRIE
Année: 2010"
4490470,1cc6efa8-8e8b-473d-8dcd-67f34292486b,NY,4167166,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4490470,http://sweetgum.nybg.org/images3/3639/772/04167166.jpg,Plantae,Pteridophyta,Blechnaceae,Austroblechnum banksii (Hook.f.) Gasper & V.Dittrich,G. H. Schwabe,none,none,2,none,Pt: 2,1891-02-02,1891-02-02,2. II. 91,none,South America,Chile,Aysén,none,"Tres Puentes, Am Fluss",none,none,none,600,600,1968.5,1968.5,-45.4297,-72.6463,"45°25'46.92""S","72°38'46.68""W",none,Estimated from locality description,5000,none,No,none,none,none,none,none,none,"SEM Spore {mages
avaiiable at:
www.plantsystematics.org
C W/c
Museum botanicum Berolinense.
Land, Bezirk: .......yL/.fr?:.-...............................................
Fundort: .........7^.....^r^..^a^,\...............................................................
Beschaffenheit des Standorts; Häufigkeit:	**
-.U »V^f <^cy	/xyL,
Einheimischer Name:...........................TtT.................... Höhe ü. d. M.: £
Wuchs, Größe, Blütenfarbe etc.:.........fcr	^
Datum......Sammler:...............l’*'.9*!......................................................................2
4&0-&
The New York Botanical Garden
fcvstrbileclwuM bfisiksii (Hook. f. ) 64Sp£r f
V A O. Pitrich
Robbin C. Moran, 2018 (NY)
04167166",OK,"Land, Bezirk: Chile: Prov. Aysen Fundort: Tres Puentes, am Fluss Beschaffenheit des Standorts: Häufigkeit: Höhe ü. d. M: 600 m Wuchs, Grösse, Blüthefarbe etc.: Datum: 2. II. 91 Sammler: G.H. Schwabe No: Pt 2"
4490735,154cf541-5339-49d3-8f0f-4f93f6f6d586,NY,4167323,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4490735,http://sweetgum.nybg.org/images3/3639/928/04167323.jpg,Plantae,Pteridophyta,Blechnaceae,Austroblechnum vallegrandense (M.Kessler & A.R.Sm.) Gasper & V.Dittrich,B. Looser,none,none,1339,none,1339,1930-01-05,1930-01-05,5/I/1930,none,South America,Chile,none,none,recojida de las anchas Termas,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,No,none,none,none,none,none,none,"STIFTUNG HERBARIUM PAUL AELLEN
Herbarium G. Looser
NEW YORK BOTANICAL GARDEN
04167323
BOTANICAL
.....*""
Pi
s fj “\t-c-C.	At (*i >-i / _ ^
04167323",OK,"HERBARIUM LOOSERIANUM / 1339 SANTIAGO DE CHILE Blachnum melallicnem EEE Och recojida de las anchas Termas, 5/1/1930 B. Looser coll."
4492323,4b18051e-52db-44dd-95cb-4aa6cb1d5447,NY,4168292,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4492323,http://sweetgum.nybg.org/images3/3640/838/04168292.jpg,Plantae,Pteridophyta,Blechnaceae,Blechnum auriculatum Cav.,E. Junge,none,none,2420,none,2420,1948-07-22,1948-07-22,22 July 1948,none,South America,Chile,none,none,Los Ingleses gorge,none,none,none,none,none,none,none,-35.6751,-71.543,"35°40'30""S","71°32'34""W",none,Estimated from locality description,5000,none,No,none,none,none,none,none,none,"J&achnmJbßsfcatm
Det. E. R. de la Sota, 19.7^...
/K ,^J- áJL L^uMam^
04168292",OK,"Nr. 2720. Blechnum hastatum Kaulf Det. E.R. de la Sota, 197... 2420- Blechnum movr? „ euculatum ( Exs. Boricn Patagon Bolick) Los Ingles: gorge 22 July 1948-1 E. Junge"
4492289,349d474c-dc9e-4bb6-a446-477277a50ac3,NY,4168266,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4492289,http://sweetgum.nybg.org/images3/3640/812/04168266.jpg,Plantae,Pteridophyta,Blechnaceae,Blechnum australe subsp. auriculatum (Cav.) de la Sota,Eugenio Imaz,none,none,2720,none,2720,1951-02-19,1951-02-19,19. Februar 1951,none,South America,Chile,none,none,Valencia. Villarrica,none,none,none,none,none,none,none,-39.2425,-72.2272,"39°14'33""S","72°13'38""W",none,Estimated from locality description,1000,none,No,none,none,none,none,none,none,"BOTANICAL
oL/^l cLffii	^v^vc^vj
£ fe't v / Ä'J — ìAaI^a^ (Á&s \z\$Xa/v\s\/wìs
04168266
04168266",OK,2720- Blechnum Umez/limun fus- Villaurica( Eucia- Valencia Gubrada- 19. Februar 195tmag-
3407109,1ab706eb-6331-4cde-899a-e4475d4c2bd7,NY,3156547,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3407109,http://sweetgum.nybg.org/images3/2489/994/03156547.jpg,Plantae,Pteridophyta,Blechnaceae,Blechnum gracile Kaulf.,R. Seiler,Dennis Seiler,none,2079,none,2079,2017-06-15,2017-06-15,June 15 2017,none,North America,Belize,Stann Creek,none,dense forest at upper Angel Falls. Maya Mtns. Stann Cr Dist.,none,none,none,480,480,1574.803,1574.803,17.0382,-88.5703,17° 02' 17'' N,88° 33' 49'' W,none,GPS,none,none,No,none,none,dense forest,none,none,none,"CA
Rrin
The New York Botanical Garden
'Blcchnism die. fat*l~f
Robbin C. Moran, 2017 (NY)
HERBARIUM OF RALPH SEILER
PLANTS OF
^ewsc Qrsjr ucppc/"" foUs, MKfc
MTK55. *dTA#3k) Cr
aJbt	iVoz-2fr! e>e>* 53-sii.
Collector:	*> /	Number: 2Xrfl	Date.JfuJ^C fj>~
Sell*/""	2.10*^-
03156547",OK,"THE NEW YORK BOTANICAL GARDEN
Blechnum gracile Kaulf.
Robbin C. Moran 2017
HERBARIUM OF RALPH SEILER
PLANTS OF BELIZE
dense forest at upper Angel Falls. MAYA MTNS. STANN CR DIST.
alt 480 m 17°02.292’ 88°33.81’
Collector R. Seiler / Dennis Seiler
Date June 15 2017
NEW YORK BOTANICAL GARDEN
NEW YORK BOTANICAL GARDEN
03165647"
3407219,285cecd7-5c6b-47b5-9163-fff96bf3ca1f,NY,3156561,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3407219,http://sweetgum.nybg.org/images3/2490/487/03156561.jpg,Plantae,Pteridophyta,Blechnaceae,Blechnum gracile Kaulf.,R. Seiler,Dennis Seiler,none,2104,none,2104,2017-06-15,2017-06-15,June 15 2017,none,North America,Belize,none,Stann Creek District,"broadleaf forest at lower Angel Falls, Maya Mtns.",none,none,none,430,430,1410,1410,17.0375,-88.675,"17°02'15""","88°38'15""",none,none,none,none,No,none,none,broadleaf forest,none,none,none,"03156561
Collector: D> O w/ Nuiober:	DateJWV (f
- mSTs SWtr:_Z®(?
03156561",OK,"THE NEW YORK BOTANICAL GARDEN
Blechnum gracile Kaulf.
Robbin C. Moran, 2017 (NY)
HERBARIUM OF RALPH SEILER
PLANTS OF BELIZE
broadleaf forest at lower Angel Falls
MAYA MTNS. STANN CK. DIST.
alt 430 m 17°02.315' 88° 38.815'
Collector: R. Seiler W
DENNIS SEILER
2104 Date: June 15 2017
NEW YORK BOTANICAL GARDEN
031566561
NEW YORK BOTANICAL GARDEN"
4492657,45dfd6e0-fc13-48e8-a747-ef18b99ba61d,NY,4168405,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4492657,http://sweetgum.nybg.org/images3/3640/952/04168405.jpg,Plantae,Pteridophyta,Blechnaceae,Blechnum mochaenum var. fernandezianum (Looser) de la Sota,I. Skottsberg,C. Skottsberg,148,s.,none,148 s.,1955-02-26,1955-02-26,26/2 1955,none,South America,Chile,none,none,"Masafuera in the alpine region, La Cuchara stream",none,none,none,1140,1140,3740,3740,-33.7483,-80.7668,"33°44'54""S","80°46'00""W",WGS84,Estimated from locality description,1000,none,No,none,none,alpine region,none,none,none,".rvv-ro. e.hç*, £ ^^í.'Vrv... l^Uy\
VBS......¿?¿<........
Soicx-
Det. E. R. de la Sota, 19/3S...
I. & C. SKOT TSBERG.
ITER AD INSULAS JUAN FERNANDEZ 1954-1955.
I48 a. Blechnum valdiviense C# Chr.
Ma s afuera î in the alpine region* La Cuchara
streanij e, 1140 m t 26/1 55«
Inga & Carl Skottsberg*
04168405",OK,"Blechnum mochaenum Kunkel var. fernandezianum (Rosser) de la Sota
Det. E. R. de la Sota, 1976.
ITER AD INSULAS JUAN FERNANDEZ 1954-1955
148 s. Blechnum valdivianese C. Chr.
Masafuera: in the alpine region, La Cuchara stream, c. 1140 m s.m.
26/2 55
Inga & Carl Skottsberg."
4493112,0fd64396-a1a9-4102-88ac-609447fa4303,NY,4168442,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4493112,http://sweetgum.nybg.org/images3/3640/989/04168442.jpg,Plantae,Pteridophyta,Blechnaceae,Blechnum occidentale L.,J.J. de Granville,"C.C. Berg, M.J. Jansen-Jacobs, J. van Setten",none,5684,none,5684,1984-01-11,1984-01-11,11 Janvier 1984,none,South America,French Guiana,none,none,Montagnes de la Trinité. Nord; mais alt. 400 m. Poussant au pied d'une haute falaise granitique humide.,none,none,none,400,400,1312,1312,4.5833,-53.3833,4°35'N,53°23'W,WGS84,Estimated from locality description,10000,Pied d'une haute falaise granitique humide.,No,none,none,Haute falaise granitique humide,none,foot of a high granite cliffs,none,"Riiittrrct cooltun .• EXOT ICA HORTICULTURAL COLOR GUIDE
Collections : J.J. de Granville, C.C. Berg,
tf.J. Jansen-Jacobs, J. van Setten.
op-'f. o.'i-f -	- Ci&»eu fv
Collection	Det. :K-D- Kramer ’84
Expédition conjointe ORSTOM Cayenne /
Jniversité d'Utrecht aux Montagnes de
la Trinité
HERBIER du CENTRE ORSTOM
b.p. 165 - Cayenne - Guyane
n° :_588A_
date • 11 Janvier 1984_
Montagnes de la Trinité
Sommet Nord mais ait. 400 m
Forêt dense au. pied d’une haute falaise gra-
nitique humide.
Fougère terrestre héliophile poussant an
sommet d*un cône d*éboulis sableux (zone
sèche) dans une profonde gorge dans la falais
Frondes dressées, de 60 — 75 c® de long, à 15
20 paires de pennes espacées les unes des
autres. Sporanges ocre rouge.
FAMILLE-• BLEGHNACEAB
NOM ••	OCC	^
NOM LOCAL :
04168442",OK,"Expédition conjointe ORSTOM Cayenne /
Université d'Utrecht aux Montagnes de
la Trinité
Collections: J.J. de Granville, C.C. Berg,
M.J. Jansen-Jacobs, J. van Setten.
HERBIER DU CENTRE ORSTOM
D.P. 165 - Cayenne ~ Guyane
5684
11 Janvier 1984
FAMILLE: BLECHNACEAE
154 UOPZNW: Bleu L Voed Marchal o que!
Montagnes de la Trinité
Mord mais alt. 400 m
Poussant au pied d'une haute falaise
granitique humide.
raie Grimow sticky poesant au pied
dns la faloa
Ap plusisiert brode 60 - 75 cm de long, 12s
10 paires de pen nes espacées les unes des autres.
Sporanges rose orange.
004 ee000
CH4 J2 P
Collection OOh Reignalt Det. K.U. Kramer '84"
4493564,1ea8aff3-88c5-47a9-89f2-7d415fe88876,NY,4168762,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4493564,http://sweetgum.nybg.org/images3/3641/309/04168762.jpg,Plantae,Pteridophyta,Blechnaceae,Blechnum x caudatum Cav.,Muñoz,none,none,6445,none,6445,1959-04,1959-04,ABR 1959,none,South America,Chile,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,No,none,none,none,none,none,none,"flip
BOTANICAL RARnrK,
04168762......
^Tew Y0^s
BOTANICAL
.P^rden
STIFTUNG HERBARIUM PAUL AELLEN
Herbarium G. Looser
^ c y vr
MufSoz 6445
Blechnuii! chilense (Kaulf*) Mett,
G.Looser let.
ABR 19F9
04168762",OK,"Chile
Muñoz 6445
Blechnum chilense (Kaur.) Mett.
G. Looser det.
ABR 1959
STIFTUNG HERBARIUM PAUL AELLEN
Herbarium G. Looser
NEW YORK BOTANICAL GARDEN
NEW YORK BOTANICAL GARDEN
04168762"
4495630,2d493df7-ef64-4ad1-94bc-ab575622bb83,NY,4178221,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4495630,http://sweetgum.nybg.org/images3/3642/070/04178221.jpg,Plantae,Pteridophyta,Blechnaceae,Lomaridium schottii (Colla) Gasper & V.Dittrich,O. Looser,none,none,407,none,407,1927-12-25,1927-12-25,diciembre 25 de 1927,none,South America,Chile,none,none,"fortecuelo de Villa gra, en el bosque un poco más abajo del fortecuelo mismo, Isla Léa A tierra",none,none,none,none,none,none,none,-43.1167,-73.6333,43°7′0″S,73°38′0″W,WGS84,Estimated from locality description,10000,none,No,none,none,forest,none,none,none,"sA
HERBARIUM LOOSERlANUh*
SANTiAGO D£ CHILE
407
NEW YORK BOTANICAL GARDEN
Blechnum schottii \Gcllaj o.Chr*
Portezuelo ae Villa¿ra, en el bce^ue un ¿oco
pj¿s abajo ael iror tozuelo misero
Isla ¿¿is a 'iierra, éiciembr« 2b ae 1927.
04178221",OK,"HERBARIUM LOOSERIANUM
SANTIAGO DE CHILE
407
Blechnum schottii (Colla) D. Chr.
fortecuelo de Villa gra, en el bosque un poco
más abajo del fortecuelo mismo
Isla Léa A tierra, diciembre 25 de 1927.
O. Looser coll."
4495646,3669e2e3-2f69-46d0-b6ad-aa09eae7cae9,NY,4178225,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4495646,http://sweetgum.nybg.org/images3/3642/074/04178225.jpg,Plantae,Pteridophyta,Blechnaceae,Lomaridium schottii (Colla) Gasper & V.Dittrich,Inga Skottsberg,Carl Skottsberg,none,285,none,285,1955-03-03,1955-03-03,3/3 55.,none,South America,Chile,none,none,Masatierra: Quebrada de la Damasjuana,none,none,none,450,450,1476,1476,-33.636667,-78.8375,33°38'S,78°50'W,none,Estimated from locality description,5000,none,No,none,none,none,none,none,none,"new YoöVn.
X B°TANical \
Norden
NEW YORK BOTANICAL GARDEN
04178225
I & C. SKOTTSBERG.
ITER AD INSULAS JUAN FERNANDEZ 1954-1955.
285* Blechnum. S.chottii.. (Colla) C..Chr................................
.....................................3/3 55.
Inga & Carl...Skottgt b eTg.................
04178225",OK,"L. & C. SKOTTSBERG
ITER AD INSULAS JUAN FERNANDEZ 1954-1955.
285. Blechnum Schottii (Colla) C. Chr.
Masatierra: Quebrada de la Damasjuana c. 450 m
3/3 55.
Inga & Carl Skottsberg."
4496691,1f5a4b6f-7af1-4913-bbed-f9e76f31aced,NY,4178411,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4496691,http://sweetgum.nybg.org/images3/3642/260/04178411.jpg,Plantae,Pteridophyta,Blechnaceae,Lomariocycas magellarica (Desv.) Gasper & A.R.Sm.,W.G. Safford,none,none,none,none,none,1888-11-00,1888-11-00,November 1888,none,South America,Chile,Magellan Strait,none,"Port Tamar, Magellan Strait",none,none,none,none,none,none,none,-53.5,-70.8,"53°30'00""S","70°48'00""W",Estimated from locality description,Estimated from locality description,5000,none,No,none,none,none,none,none,none,"-Collection of ^afford.
Port Jamar, aqexj^J5traitjb
-V1./?:. /- November S(OpBd
NEW YORK BOTANICAL GARDEN
04178411
04178411",OK,"Collection of W.G. Safford
Lomaria magellanica Desv
Port Tamar, Magellan Strait.
November 1888
04178411"
4496710,2917c1e6-f40d-4407-a3f3-6c1b43dcc489,NY,4178430,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4496710,http://sweetgum.nybg.org/images3/3642/279/04178430.jpg,Plantae,Pteridophyta,Blechnaceae,Lomariocycas magellarica (Desv.) Gasper & A.R.Sm.,L. Boyreau,none,none,24,none,24,none,none,none,"Herbarium of the U.S. South Pacific Exploring Expedition under the command of Capt. Wilkes, U.S.N. 1838-1842",none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,No,none,none,none,none,none,none,"U. s.^^feg- PACIFq
.wiifei
IS- N., 1838^42^?'-., y
04178430
^.yyi?.RK botanical garden
04178430",OK,"THE NEW YORK BOTANICAL GARDEN
BOTANICO DE LOS ESTADOS UNIDOS
Herbarium of the U. S. South Pacific Exploring Expedition under the command of Capt. Wilkes, U.S.N. 1838-42
Se lU.JuyueAIST._____
Acrostichum aureum L
Hugo de Vries und F. Ludwig
L. Boyreau"
4497913,7896a631-016b-49b0-94b9-62134ec5be78,NY,4178806,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4497913,http://sweetgum.nybg.org/images3/3642/655/04178806.jpg,Plantae,Pteridophyta,Blechnaceae,Parablechnum chilense,E. de la Sota,none,none,6020,none,No. 6020,1980-02-20,1980-02-20,Fecha 20/ii/1980,none,South America,Chile,Concepcion,none,Talcahuano,none,none,none,none,none,none,none,-36.7167,-73.1167,"36°43'0""S","73°7'0""W",none,Estimated from locality description,10000,none,No,none,none,none,none,none,none,"aw you
BOTANICAL
®ardeH
04178806
Flora de Chile",OK,"Flora de Chile
Alechrum chilense (Kuast)
Fdztt.
Prov. Concepcion - Talcahuano
Loc. Rosoco
Fecha 20/ii/1980
Leg. E de la Sota
No. 6020
"
4500663,17e8cda6-5f97-439a-ad62-930dacb9ddcf,NY,4179253,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4500663,http://sweetgum.nybg.org/images3/3643/098/04179253.jpg,Plantae,Pteridophyta,Blechnaceae,"Telmatoblechnum serrulatum (Rich.) Perrie, D.J.Ohlsen & Brownsey",Mr. D. G. Mills,none,none,none,none,none,1933-01-01,1933-01-01,1933,Presented by Mr. D. G. Mills,North America,United States,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,No,none,none,none,none,none,none,"04179253
THE NEW YORK BOTANICAL GARDEN
Herbarium of George S. Jenman
PRESENTED BY MR. D. O. MILLS, 1908",OK,"THE NEW YORK BOTANICAL GARDEN
THE NEW YORK BOTANICAL GARDEN
Herbarium of George S. Jenman
PRESENTED BY MR. D. G. MILLS, 1933
Piahenum trunculatum Rich.
Milit, Honduras 1932
NEW YORK BOTANICAL GARDEN
04179253
"
